Date,P,D,E,CPI,Fraction,Rate GS10,Real Price,Real Dividend,Real Total Return Price,Real Earnings, Real TR Scaled Earnings,CAPE,TR CAPE,Stock yield,Dividend yield,Yield,Dividend growth,Inflation
1980.03,104.7,5.8,15.29,80.1,1980.2083333332341,12.75,336.1105280898877,18.61930337078652,74557.36396513686,49.08433595505618,10888.081136838036,8.081150900785495,9.924835697356503,-0.09193408499566347,0.004616364215218083,-0.08731772078044539,0.008695652173912993,0.015209125475285079
1980.04,103,5.84667,15.1733,81,1980.2916666665674,11.47,326.97922222222223,18.56057873,72874.92005910543,48.16848381111111,10735.466257600236,7.844024504719215,9.644448048297324,-0.01623686723973261,0.004730315533980582,-0.01150655170575203,0.00804655172413793,0.011235955056179803
1980.05,107.7,5.89333,15.0567,81.8,1980.3749999999006,10.18,338.55587163814187,18.525733286919316,75799.11966196069,47.33086529706602,10596.885840429373,8.104225807176494,9.974412483708681,0.04563106796116512,0.0045599891674404204,0.05019105712860554,0.00798061118551252,0.00987654320987641
1980.06,114.6,5.94,14.94,82.7,1980.458333333234,9.78,356.32562756952836,18.469234099153567,80122.17124451762,46.45292212817412,10445.246408316696,8.512077962306735,10.484904625773899,0.06406685236768794,0.004319371727748692,0.06838622409543664,0.007919122126200495,0.011002444987775029
1980.07,119.8,5.98333,14.84,82.7,1980.5416666665672,10.25,372.4939806529625,18.603960010519952,84106.33418556646,46.141992261185,10418.514184589369,8.880865527295837,10.946930734313673,0.04537521815008727,0.004162026989426822,0.049537245139514095,0.007294612794612743,0.0
1980.08,123.5,6.02667,14.74,83.3,1980.6249999999004,11.1,381.2324909963986,18.60374426326531,86429.47275205077,45.50094669867948,10315.550027248813,9.07100598161838,11.188545257817438,0.03088480801335569,0.004066578947368421,0.03495138696072411,0.0072434580743498955,0.007255139056831839
1980.09,126.5,6.07,14.64,84,1980.7083333332337,11.51,387.2390892857143,18.581353928571428,88142.28192717578,44.81565428571429,10200.814287856549,9.196040131743237,11.349812726304938,0.02429149797570851,0.003998682476943347,0.028290180452651855,0.007189708412771889,0.008403361344537785
1980.1,130.2,6.1,14.7,84.8,1980.791666666567,11.75,394.8053985849056,18.49702712264151,90215.35763474405,44.57480306603774,10185.604894245298,9.357841046757107,11.556163110889702,0.02924901185770734,0.0039042498719918076,0.03315326172969915,0.0049423393739702615,0.00952380952380949
1980.11,135.7,6.13,14.76,85.5,1980.8749999999002,12.68,408.1141789473684,18.435813684210526,93607.54995349862,44.39031157894737,10181.631815133675,9.654043663233384,11.927567744896848,0.04224270353302617,0.003764431343650209,0.04600713487667638,0.004918032786885185,0.008254716981132004
1980.12,133.5,6.16,14.82,86.3,1980.9583333332334,12.84,397.77585747392817,18.35430173812283,91587.11085852259,44.15758957126304,10167.19837395734,9.38990208492174,11.608006971345503,-0.016212232866617438,0.0038451935081148564,-0.012367039358502582,0.004893964110929794,0.009356725146198785
1981.01,133,6.2,14.74,87,1981.0416666665667,12.57,393.09755172413793,18.32484827586207,90861.54516776728,43.56584896551724,10069.918614833758,9.259404530877951,11.454209284131192,-0.0037453183520599342,0.0038847117794486214,0.00013939342738868718,0.006493506493506551,0.008111239860950192
1981.02,128.4,6.24,14.66,87.9,1981.1249999999,13.19,375.61601365187715,18.2542361774744,87172.42980005342,42.88575358361775,9952.864648510771,8.829899353831307,10.93206915000575,-0.0345864661654135,0.004049844236760125,-0.030536621928653373,0.006451612903225712,0.010344827586207028
1981.03,133.2,6.28,14.58,88.5,1981.2083333332332,13.12,387.015986440678,18.24669966101695,90171.00826536087,42.3625606779661,9870.069823640852,9.081096883854626,11.251403769600737,0.03738317757009324,0.003928928928928929,0.04131210649902217,0.0064102564102563875,0.0068259385665527805
1981.04,134.4,6.31667,14.7233,89.1,1981.2916666665665,13.68,387.8729696969698,18.229654401010105,90724.62166876538,42.490848919191926,9938.733796248016,9.085561230788745,11.265311096462026,0.009009009009009139,0.0039165860615079364,0.012925595070517076,0.005839171974522328,0.006779661016949046
1981.05,131.7,6.35333,14.8667,89.8,1981.3749999998997,14.1,377.1181102449888,18.192526980734968,88563.6357023821,42.57024912360802,9997.334873930176,8.818483466548065,10.943243788709797,-0.02008928571428581,0.004020077195646672,-0.016069208518639137,0.005803690868764644,0.007856341189674598
1981.06,132.3,6.39,15.01,90.6,1981.458333333233,13.47,375.4910562913908,18.13596258278146,88536.45876569209,42.601063907284775,10044.839350514272,8.765340744304929,10.886260091011938,0.004555808656036664,0.004024943310657596,0.00858075196669426,0.005771776375538495,0.008908685968819663
1981.07,129.1,6.43333,15.0967,91.6,1981.5416666665662,14.28,362.40878711790396,18.059607454912666,85806.6645566525,42.37937053820961,10034.062531467203,8.445319467875509,10.498717805693916,-0.024187452758881456,0.004152678801962303,-0.020034773956919154,0.006780907668231695,0.011037527593819041
1981.08,129.6,6.47667,15.1833,92.3,1981.6249999998995,14.94,361.05324377031417,18.043385126002168,85841.72322993555,42.299226204767066,10056.795033310807,8.399806316566439,10.452105800480172,0.0038729666924863793,0.004164525462962964,0.008037492155449343,0.006736791055332203,0.007641921397379958
1981.09,118.3,6.52,15.27,93.2,1981.7083333332328,15.32,326.38995386266095,17.98869399141631,77956.80630967773,42.12996276824034,10062.55648646474,7.581163051923157,9.446392731834713,-0.08719135802469136,0.004592843054381516,-0.08259851497030984,0.006690166397238073,0.009750812567713929
1981.1,119.8,6.55667,15.3,93.4,1981.791666666566,15.15,329.82068736616696,18.05113026905782,79135.50802782598,42.12234154175589,10106.621642952736,7.649141713319211,9.543753400017179,0.012679628064243387,0.004560844462993879,0.017240472527237267,0.005624233128834533,0.0021459227467810482
1981.11,122.9,6.59333,15.33,93.7,1981.8749999998993,13.39,337.2719647812167,18.093941119210246,81285.11058282571,42.06980651013874,10139.143573919593,7.81075256571611,9.757177879149895,0.025876460767946696,0.004470660428532682,0.03034712119647938,0.005591252876841368,0.0032119914346895317
1981.12,123.8,6.63,15.36,94,1981.9583333332325,13.72,338.6575340425532,18.13650606382979,81983.29632104056,42.01760680851064,10171.75631252975,7.832562137141895,9.795899961575481,0.007323026851098424,0.004462843295638126,0.01178587014673655,0.0055616812748642275,0.0032017075773744796
1982.01,117.3,6.66,15.1767,94.3,1982.0416666665658,14.59,319.85582926829267,18.16061230116649,77798.08455673947,41.384108815482506,10065.79872030919,7.388659973375993,9.253826807056994,-0.05250403877221321,0.004731457800511509,-0.0477725809717017,0.004524886877828038,0.0031914893617019935
1982.02,114.5,6.69,14.9933,94.6,1982.124999999899,14.43,311.2306078224102,18.1845656448203,76068.76791223504,40.75435696300212,9960.88958898265,7.181823450546732,9.008823810691192,-0.023870417732310245,0.004868995633187773,-0.01900142209912247,0.0045045045045044585,0.0031813361611876534
1982.03,110.8,6.72,14.81,94.5,1982.2083333332323,13.86,301.49207619047615,18.28544,74060.9784708518,40.29871523809524,9899.305876834977,6.950673793536031,8.734195921151281,-0.03231441048034933,0.005054151624548736,-0.027260258855800596,0.004484304932735439,-0.0010570824524311906
1982.04,116.3,6.75,14.5967,94.9,1982.2916666665656,13.87,315.12397997892515,18.289654899894625,77784.03246282114,39.55090454478398,9762.59833748978,7.259072625426144,9.135762299511827,0.04963898916967513,0.004836629406706793,0.054475618576381925,0.0044642857142858094,0.004232804232804366
1982.05,116.4,6.78,14.3833,95.8,1982.3749999998988,13.62,312.43193736951986,18.198355114822547,77493.8731971179,38.606548838204596,9575.752803746613,7.192612484464622,9.066293563047886,0.0008598452278589797,0.004853951890034364,0.005713797117893344,0.004444444444444473,0.009483667017913477
1982.06,109.7,6.81,14.17,97,1982.458333333232,14.3,290.8056525773196,18.05274835051546,72502.95218166243,37.56350134020619,9365.240040238437,6.692133988197586,8.451496753639919,-0.05756013745704469,0.0051731996353691885,-0.0523869378216755,0.004424778761061843,0.012526096033403045
1982.07,109.4,6.82333,13.9667,97.5,1982.5416666665653,13.95,288.52314461538464,17.99532567046154,72307.76209944156,36.83470021846154,9231.268929746531,6.638653100208757,8.400296954038717,-0.0027347310847766204,0.005197539609993906,0.002462808525217286,0.001957415565345233,0.005154639175257714
1982.08,109.7,6.83667,13.7633,97.7,1982.6249999998986,13.06,288.72209109518934,17.993597616479015,72733.40711846793,36.223963139201636,9125.357358191519,6.643422752166089,8.422750758567593,0.002742230347349217,0.0051934594348222425,0.007935689782171459,0.001955057134859217,0.002051282051282133
1982.09,122.4,6.85,13.56,97.9,1982.7083333332318,12.34,321.4894136874361,17.99185035750766,81365.6864136511,35.61598406537283,9014.04173013978,7.398838200323305,9.393844285012223,0.11577028258887889,0.004663671023965141,0.12043395361284404,0.0019497796441834137,0.0020470829068577334
1982.1,132.7,6.85667,13.2533,98.2,1982.791666666565,10.91,347.4780580448065,17.95435098910387,88321.81871406626,34.70407646334012,8821.066766866123,7.999840994534587,10.167766914461486,0.08415032679738554,0.004305871640291384,0.08845619843767692,0.0009737226277373168,0.003064351378958108
1982.11,138.1,6.86333,12.9467,98,1982.8749999998984,10.55,362.3560806122449,18.008467478265306,92484.95658285508,33.970423380612246,8670.347482919984,8.347476938155426,10.619399669022327,0.040693293142426645,0.004141521844074343,0.044834814986500986,0.0009713169804002053,-0.0020366598778004397
1982.12,139.4,6.87,12.64,97.6,1982.9583333332316,10.54,367.2661536885247,18.099845594262295,94123.13758730765,33.30160819672132,8534.551356553577,8.467738401400476,10.782007239538876,0.009413468501086264,0.004106886657101865,0.013520355158188129,0.0009718314579074683,-0.004081632653061273
1983.01,144.3,6.88333,12.5667,97.8,1983.0416666665649,10.46,379.3983404907976,18.097879272699387,97618.89102515184,33.0407839601227,8501.36741403864,8.756783224134741,11.15854426473038,0.035150645624103305,0.003975127050127049,0.039125772674230355,0.0019403202328966973,0.002049180327868827
1983.02,146.8,6.89667,12.4933,97.9,1983.1249999998981,10.72,385.57717262512773,18.114431329213485,99597.10201215494,32.814245849846785,8476.13402294588,8.910493436624119,11.362068266848613,0.017325017325017233,0.00391500340599455,0.021240020731011784,0.001938015466351306,0.0010224948875257045
1983.03,151.9,6.91,12.42,97.9,1983.2083333332314,10.51,398.9725648621042,18.149443207354444,103447.89595972978,32.621719918283965,8458.346726924581,9.232829705190523,11.779312721126255,0.03474114441416898,0.0037908711871845508,0.03853201560135353,0.0019328168521910438,0.0
1983.04,157.7,6.92,12.4767,98.6,1983.2916666665647,10.4,411.2659259634889,18.04667221095335,107025.32622692852,32.53799352231238,8467.48819109397,9.531581284160412,12.165031590630468,0.03818301514154032,0.0036567321919255976,0.04183974733346592,0.0014471780028944004,0.007150153217568844
1983.05,164.1,6.93,12.5333,99.2,1983.374999999898,10.38,425.36804334677413,17.963440221774192,111084.73287567966,32.48790553125,8484.206475019842,9.874456504668395,12.605255648355712,0.0405833861762841,0.003519195612431444,0.04410258178871554,0.0014450867052022698,0.006085192697768749
1983.06,166.4,6.94,12.59,99.5,1983.4583333332312,10.85,430.02944321608044,17.93512221105528,112692.3686434896,32.53648251256282,8526.423805417873,10.000117903130018,12.76736276954001,0.014015843997562616,0.0034755608974358972,0.017491404894998515,0.0014430014430015792,0.003024193548387011
1983.07,167,6.96,12.8267,99.9,1983.5416666665644,11.38,429.85198198198196,17.91478918918919,113037.08878102625,33.01546357657658,8681.992974057423,10.014475995571024,12.786896040903434,0.0036057692307691624,0.003473053892215569,0.0070788231229847315,0.0028818443804032867,0.004020100502512669
1983.08,162.4,6.98,13.0633,100.2,1983.6249999998977,11.85,416.76021556886235,17.912477245508985,109986.9133084427,33.52379140419162,8847.24165407746,9.728056935665208,12.422837481069045,-0.02754491017964067,0.0035816912972085387,-0.02396321888243213,0.00287356321839094,0.0030030030030030463
1983.09,167.2,7,13.3,100.7,1983.708333333231,11.65,426.94777358490563,17.874607745779542,113068.61134503514,33.96175471698113,8994.09408426416,9.984202458028774,12.74988449375691,0.029556650246305383,0.0034888357256778312,0.033045485971983216,0.002865329512893977,0.004990019960079861
1983.1,167.7,7.03,13.5433,101,1983.7916666665642,11.54,426.95257722772277,17.897892772277228,113464.87518611918,34.48030315544555,9163.320477687346,10.003391799449625,12.773539636170561,0.0029904306220096544,0.003493341284038959,0.006483771906048614,0.004285714285714226,0.002979145978152964
1983.11,165.2,7.06,13.7867,101.2,1983.8749999998975,11.69,419.75654940711456,17.93874841897233,111949.76957765727,35.03061513142292,9342.72329440852,9.853581649364278,12.581491199513106,-0.01490757304710788,0.0035613397901533496,-0.011346233256954531,0.00426742532005675,0.001980198019801982
1983.12,164.4,7.09,14.03,101.3,1983.9583333332307,11.83,417.3114669299112,17.997191609081938,111697.65209289786,35.6136245804541,9532.348289923095,9.81501090360867,12.531076317323551,-0.004842615012106477,0.003593876723438767,-0.00124873828866771,0.004249291784702569,0.0009881422924900019
1984.01,166.4,7.12,14.44,101.9,1984.041666666564,11.67,419.9011736997056,17.96692522080471,112791.56590910467,36.43853935230618,9787.92194547759,9.89493180920254,12.630750087850322,0.012165450121654597,0.003565705128205128,0.015731155249859727,0.004231311706629048,0.005923000987166915
1984.02,157.3,7.15,14.85,102.4,1984.1249999998972,11.84,394.9996552734375,17.95452978515625,106504.55967677936,37.29017724609375,10054.626263192456,9.324529645727983,11.902399335847162,-0.0546875,0.003787878787878788,-0.050899621212121215,0.004213483146067398,0.004906771344455274
1984.03,157.4,7.18,15.26,102.6,1984.2083333332305,12.32,394.4802982456141,17.99471754385965,106768.85374071746,38.2450403508772,10351.28785313436,9.326747066508247,11.904570260565983,0.0006357279084552303,0.0038013553578991953,0.004437083266354426,0.00419580419580412,0.001953124999999778
1984.04,157.6,7.22333,15.5733,103.1,1984.2916666665637,12.63,393.0660174587779,18.01551748661494,106792.4042387506,38.84095818331717,10552.729371391719,9.305643404594822,11.876543098868652,0.0012706480304955914,0.003819442681895093,0.005090090712390685,0.006034818941504261,0.004873294346978474
1984.05,156.6,7.26667,15.8867,103.4,1984.374999999897,13.41,389.43875628626694,18.071027631818183,106216.05516752662,39.50764169535783,10775.36783927168,9.231831816896046,11.781082542587825,-0.006345177664974666,0.0038668954874414648,-0.0024782821775332013,0.006000002768806079,0.0029097963142581396
1984.06,153.1,7.31,16.2,103.7,1984.4583333332303,13.56,379.6333741562199,18.126191803278687,103953.70211201836,40.170219864995175,10999.67324764662,9.010185512291006,11.49771664078147,-0.022349936143039595,0.003978880905726105,-0.01837105523731349,0.005962841301448751,0.0029013539651836506
1984.07,151.1,7.33333,16.32,104.1,1984.5416666665635,13.36,373.2344178674351,18.11417044063401,102614.8429899267,40.31228126801153,11083.217985411015,8.868302214043302,11.316241863649712,-0.013063357282821708,0.004044413192146482,-0.009018944090675225,0.0031915184678523723,0.0038572806171648377
1984.08,164.4,7.35667,16.44,104.5,1984.6249999998968,12.72,404.5325511961723,18.10226571416268,111634.50902039689,40.453255119617225,11163.450902039687,9.62306325737317,12.274711609555562,0.08802117802779619,0.003729050081103001,0.09175022810889918,0.0031827287194221565,0.003842459173871271
1984.09,166.1,7.38,16.56,105,1984.70833333323,12.52,406.7694085714286,18.073198285714287,112667.41277977965,40.55449371428571,11232.825741319393,9.687341313628083,12.351552352066454,0.010340632603406341,0.0037025888019265505,0.014043221405332892,0.003171271784652596,0.004784688995215225
1984.1,164.8,7.43,16.5867,105.3,1984.7916666665633,12.16,402.4359658119659,18.143805982905985,111885.92215896743,40.50415433333333,11261.032919139227,9.595070703048508,12.229383028121239,-0.007826610475616946,0.0037570792880258896,-0.004069531187591057,0.006775067750677488,0.0028571428571428914
1984.11,166.3,7.48,16.6133,105.3,1984.8749999998965,11.57,406.0989145299146,18.265904273504276,113327.49441655769,40.56911062393163,11321.368989720972,9.691973221783089,12.348679358880027,0.00910194174757284,0.003748246141511325,0.012850187889084165,0.006729475100942128,0.0
1984.12,164.5,7.53,16.64,105.3,1984.9583333332298,11.5,401.7033760683761,18.388002564102568,112528.47765646498,40.63431111111112,11382.81986749895,9.595054801133458,12.222162489146156,-0.010823812387252052,0.0038145896656534956,-0.007009222721598556,0.006684491978609541,0.0
1985.01,171.6,7.57333,16.5567,105.5,1985.041666666563,11.38,418.2469421800948,18.458753581706162,117593.70003391699,40.35424911184834,11345.94180274798,9.997001177730453,12.729627871083476,0.04316109422492387,0.0036778020590520592,0.04683889628397593,0.005754316069057186,0.0018993352326686086
1985.02,180.9,7.61667,16.4733,106,1985.1249999998963,11.51,438.8343877358491,18.476819878584905,123814.94583219344,39.96158385566038,11274.962670964467,10.494935172607079,13.35738558322479,0.054195804195804165,0.0035086926478717522,0.057704496843675915,0.005722713786405764,0.004739336492890933
1985.03,179.4,7.66,16.39,106.4,1985.2083333332296,11.86,433.55955451127824,18.51207462406015,122761.93530441026,39.61003956766917,11215.541358078504,10.373217214924733,13.197786108739981,-0.008291873963515717,0.0035581568190263843,-0.004733717144489332,0.005688837772937605,0.0037735849056603765
1985.04,180.6,7.68667,16.13,106.9,1985.2916666665628,11.43,434.4181796071094,18.48964113311506,123441.33098630831,38.79936454630496,11024.964943572279,10.397118719816817,13.224090599429948,0.006688963210702337,0.003546820782576597,0.010235783993278933,0.003481723237597878,0.0046992481203007586
1985.05,184.9,7.71333,15.87,107.3,1985.374999999896,10.85,443.10345852749305,18.484603568219946,126346.98607805048,38.03164892823858,10844.384364838621,10.608120467860097,13.488455241725184,0.023809523809523947,0.003476352082206598,0.027285875891730545,0.0034683419478134248,0.0037418147801682178
1985.06,188.9,7.74,15.61,107.6,1985.4583333332293,10.16,451.42711059479564,18.496801672862457,129159.91743715612,37.30427314126394,10673.299688692467,10.810049845861217,13.741426269246412,0.021633315305570555,0.003414505029115934,0.02504782033468649,0.003457650586711658,0.002795899347623365
1985.07,192.5,7.77333,15.4833,107.8,1985.5416666665626,10.31,459.1767857142857,18.541987967254176,131819.3077130243,36.932841175324675,10602.586426561398,10.99756395679338,13.976419083122845,0.019057702488088912,0.003365077922077922,0.022422780410166834,0.004306201550387412,0.0018587360594795044
1985.08,188.3,7.80667,15.3567,108,1985.6249999998959,10.33,448.32660833333335,18.58703071416667,129149.12609895409,36.563022975,10532.683933955435,10.738799808877282,13.646192185229483,-0.021818181818181737,0.00345489024606125,-0.018363291572120487,0.004289024137660524,0.0018552875695732052
1985.09,184.1,7.84,15.23,108.3,1985.7083333332291,10.37,437.11255678670364,18.614679224376733,126365.56205313845,36.16091385041552,10453.815915639863,10.471234661697547,13.306583154373701,-0.02230483271375472,0.0035487959442332064,-0.018756036769521513,0.004269426016470401,0.002777777777777768
1985.1,186.2,7.86,15.0233,108.7,1985.7916666665624,10.24,440.4717736890524,18.593491628334867,127784.61855770473,35.53888076080957,10310.132438120118,10.552516982943747,13.410439843384863,0.011406844106463865,0.003517722878625135,0.014924566985089,0.0025510204081633514,0.003693444136657398
1985.11,197.5,7.88,14.8167,109,1985.8749999998956,9.78,465.916995412844,18.589498348623852,135615.90875103328,34.95368276422018,10174.077140209796,11.164611128667463,14.186571464023922,0.06068743286788414,0.003324894514767933,0.06401232738265207,0.0025445292620864812,0.002759889604415866
1985.12,207.3,7.9,14.61,109.3,1985.958333333229,9.26,487.6936386093322,18.585526989935957,142405.3162681359,34.371461939615735,10036.380466365003,11.690521474467593,14.851243444332484,0.04962025316455709,0.0031757517285737253,0.05279600489313082,0.002538071065989911,0.0027522935779815683
1986.01,208.2,7.94,14.58,109.6,1986.0416666665622,9.19,488.4702536496351,18.628500547445256,143085.37551745688,34.2069947080292,10020.099784075512,11.715007584487982,14.87915597287609,0.004341534008682979,0.003178033941722703,0.0075195679504056825,0.005063291139240533,0.0027447392497712553
1986.02,219.4,7.98,14.55,109.3,1986.1249999998954,8.7,516.1600786825252,18.773734858188476,151654.7057685273,34.230306038426356,10057.319821932873,12.388219099418116,15.727961947238798,0.053794428434198016,0.0030309936189608024,0.05682542205315882,0.005037783375314797,-0.0027372262773722733
1986.03,232.3,8.02,14.52,108.8,1986.2083333332287,7.78,549.0201259191177,18.954547610294117,161773.5168492638,34.31671213235294,10111.715301985838,13.189022981532709,16.734740582959425,0.05879671832269828,0.0028770268331180945,0.061673745155816376,0.005012531328320691,-0.0045745654162854255
1986.04,238,8.04667,14.5833,108.6,1986.291666666562,7.3,563.527458563536,19.052602920165747,166516.062062747,34.52978985911602,10203.166755796881,13.552504172869472,17.18391435558793,0.02453723633232885,0.0028174614845938376,0.027354697816922686,0.0033254364089776445,-0.0018382352941176405
1986.05,238.5,8.07333,14.6467,108.9,1986.3749999998952,7.71,563.1556611570247,19.063067060330578,166875.61034807118,34.5843690661157,10248.121602033938,13.560046199232328,17.18074851516729,0.0021008403361344463,0.0028208700209643605,0.004921710357098806,0.003313171784104396,0.002762430939226679
1986.06,245.3,8.1,14.71,109.5,1986.4583333332284,7.8,576.0383260273974,19.02124109589041,171162.7334849448,34.54351315068494,10264.181857168927,13.88868862645711,17.582378520821578,0.028511530398322993,0.0027517325723603746,0.03126326297068337,0.0033034695720353113,0.005509641873278293
1986.07,240.2,8.14333,14.7567,109.5,1986.5416666665617,7.3,564.0619890410959,19.12299299424658,168077.625227434,34.65317882465754,10325.858002471588,13.619995534083804,17.228549210852705,-0.020790868324500722,0.002825190813211213,-0.01796567751128951,0.005349382716049567,0.0
1986.08,245,8.18667,14.8033,109.7,1986.624999999895,7.17,574.2849134001823,19.18971866116682,171600.33209808398,34.699232075660895,10368.372229173741,13.88766755086605,17.552178737142768,0.019983347210657865,0.002784581632653061,0.022767928843310924,0.005322147082335915,0.0018264840182649067
1986.09,238.3,8.23,14.85,110.2,1986.7083333332282,7.45,556.0455871143375,19.20375653357532,166628.47904852356,34.65076361161525,10383.688266347357,13.467314312977125,17.007759947928392,-0.0273469387755102,0.002878024898587215,-0.024468913876922984,0.005292750287968273,0.004557885141294404
1986.1,237.4,8.24667,14.7267,110.3,1986.7916666665615,7.43,553.4433236627381,19.225208314868542,166328.7633360997,34.33190309428831,10317.918277260907,13.42591886085736,16.94244158319697,-0.003776751993285754,0.0028947872788542546,-0.0008819647144314995,0.0020255164034022055,0.0009074410163338875
1986.11,245.1,8.26333,14.6033,110.4,1986.8749999998947,7.25,570.8765298913044,19.24659794266304,172050.06378449526,34.013387307065216,10250.912674272213,13.872985596138598,17.491666180642564,0.03243470935130577,0.0028095097239222086,0.03524421907522798,0.0020202093693575396,0.0009066183136900996
1986.12,248.6,8.28,14.48,110.5,1986.958333333228,7.11,578.5045737556561,19.267972126696833,174832.90736452144,33.6956807239819,10183.348747539301,14.08513981474331,17.74331642543698,0.01427988576091388,0.0027755430410297665,0.017055428801943648,0.0020173465176871463,0.0009057971014492239
1987.01,264.5,8.3,14.6867,111.2,1987.0416666665612,7.08,611.6300854316547,19.192928956834535,185327.30865456234,33.961540928956836,10290.535289289075,14.922208103718944,18.77796279426215,0.06395816572807722,0.002614996849401386,0.06657316257747861,0.0024154589371983004,0.0063348416289592535
1987.02,280.9,8.32,14.8933,111.6,1987.1249999998945,7.25,647.225314516129,19.170219354838714,196596.91741748442,34.31584470161291,10423.55596359495,15.822318142836446,19.886426559991158,0.062003780718336454,0.0024682567936394925,0.06447203751197594,0.00240963855421672,0.003597122302158251
1987.03,292.5,8.34,15.1,112.1,1987.2083333332278,7.25,670.9469892952721,19.1305910793934,204286.70637064948,34.63692149866191,10546.082961356606,16.43334397606992,20.627202938129233,0.04129583481666077,0.002376068376068376,0.04367190319272914,0.0024038461538460343,0.0044802867383513245
1987.04,289.3,8.4,14.8733,112.7,1987.291666666561,8.02,660.0737595385981,19.1656397515528,201462.36623676636,33.935274966282165,10357.449746800197,16.196534453220874,20.303841071051398,-0.010940170940170857,0.0024196335983408227,-0.008520537341830035,0.007194244604316502,0.00535236396074934
1987.05,289.1,8.46,14.6467,113.1,1987.3749999998943,8.61,657.2845702917773,19.234270026525202,201100.28316237076,33.30006888859417,10188.362218589747,16.16031195265574,20.233478963142414,-0.0006913238852401804,0.002438602559667935,0.0017472786744277546,0.0071428571428571175,0.003549245785270605
1987.06,301.4,8.52,14.42,113.5,1987.4583333332275,8.4,682.8343136563877,19.30241656387665,209409.5264621449,32.66911348017621,10018.863210299034,16.82520730787872,21.03876533929812,0.04254583189207861,0.0023556735235567353,0.04490150541563535,0.007092198581560183,0.0035366931918656697
1987.07,310.1,8.56667,14.9,113.8,1987.5416666665608,8.45,700.6924771529,19.356985563532515,215380.90816454354,33.667584358523726,10348.840798618827,17.306004390512225,21.611453473791205,0.028865295288653003,0.0023021256583897667,0.031167420947042772,0.005477699530516578,0.002643171806167466
1987.08,329.4,8.61333,15.38,114.4,1987.624999999894,8.76,740.3984842657342,19.360341458653842,228081.77693204582,34.569911013986015,10649.355583530252,18.326907245856344,22.85209551137737,0.06223798774588829,0.0021790452337583483,0.06441703297964664,0.0054466904876688815,0.005272407732864748
1987.09,318.7,8.66,15.86,115,1987.7083333332273,9.42,712.6104286956522,19.363684695652175,220018.67678935282,35.46282208695652,10949.156617129385,17.67562044993823,22.00776623420673,-0.032483302975106265,0.0022644074887564064,-0.03021889548634986,0.0054183457501337795,0.005244755244755206
1987.1,280.2,8.71,16.4067,115.3,1987.7916666665606,9.52,624.8946036426713,19.42481084128361,193436.1749987637,36.58978691500434,11326.371493048595,15.53005556362732,19.313386963315402,-0.12080326325698154,0.0025904116107542236,-0.11821285164622732,0.005773672055427337,0.002608695652173809
1987.11,245,8.76,16.9533,115.4,1987.8749999998938,8.86,545.9190207972271,19.51939029462738,169492.79602419562,37.77603647053726,11728.417219742836,13.590885143189093,16.887366309768492,-0.12562455389007843,0.002979591836734694,-0.12264496205334373,0.0057405281285876075,0.0008673026886383273
1987.12,241,8.81,17.5,115.4,1987.958333333227,8.99,537.0060571923743,19.630802339688042,167233.46858331526,38.9942157712305,12143.509129493847,13.389028514426972,16.622494633999874,-0.01632653061224487,0.0030463347164591983,-0.013280195895785673,0.005707762557077611,0.0
1988.01,250.5,8.85667,17.8633,115.7,1988.0416666665603,8.67,556.7270484010372,19.683623743560933,173885.7644099458,39.700528078651686,12399.894512511717,13.898336683569145,17.23746480175742,0.03941908713692954,0.002946330671989355,0.0423654178089189,0.0052973893303063235,0.0025996533795493715
1988.02,258.1,8.90333,18.2267,116,1988.1249999998936,8.21,572.1342750000001,19.736149766120693,179211.6843088079,40.40340871810345,12655.705565251252,14.298270962469532,17.714126170441734,0.030339321357285565,0.002874638383055663,0.03321395974034123,0.005268345777815098,0.0025929127052721768
1988.03,265.7,8.95,18.59,116.5,1988.2083333332268,8.37,586.453496137339,19.754455364806866,184212.59225049164,41.03187991416309,12888.641663291834,14.668946811103465,18.152060554951042,0.02944595118171245,0.002807050558273742,0.032253001739986194,0.0052418589449114705,0.004310344827586299
1988.04,262.6,9.04333,19.6167,117.1,1988.29166666656,8.72,576.641344150299,19.858179614602903,181650.27815800637,43.07616243637917,13569.607812422559,14.433316420838949,17.840595093043497,-0.01166729394053434,0.002869805153592282,-0.008797488786942058,0.010427932960893838,0.0051502145922746045
1988.05,256.1,9.13667,20.6433,117.5,1988.3749999998934,9.09,560.4535991489362,19.994844145787237,177075.79526274788,45.17614909531915,14273.443047042105,14.031891348027774,17.325317986212745,-0.024752475247524774,0.0029730150982689055,-0.02177946014925587,0.010321419211728466,0.0034158838599487318
1988.06,270.7,9.23,21.67,118,1988.4583333332266,8.92,589.8942991525424,20.113499745762713,186907.18279988004,47.22205194915255,14962.24104644773,14.766468647879622,18.208235569514855,0.0570089808668488,0.0028413988425070803,0.05985037970935588,0.010214881351739757,0.004255319148936065
1988.07,269.1,9.30667,22.0233,118.5,1988.5416666665599,9.06,583.9333746835443,20.19500267620253,185551.70208783564,47.78944589620253,15185.658865072577,14.6083157175221,17.988763201028444,-0.005910602142593202,0.002882035798340146,-0.003028566344253056,0.008306608884073752,0.004237288135593209
